Timestamp,User_ID,Page_Visited,Device_Type,Region,Session_Duration,Bounce_Rate,Conversion,Page_Load_Time,Date,Hour,DayOfWeek,Engagement_Score,Converted_Session
2024-01-01 07:15:00,user_956,Home,Desktop,North America,415.04,0.07,0,9.78,2024-01-01,7,Monday,38.5,Not Converted
2024-01-01 07:30:00,user_277,Search,Mobile,South America,311.17,0.89,0,9.5,2024-01-01,7,Monday,29.64,Not Converted
2024-01-01 07:45:00,user_161,Login,Desktop,Africa,124.09,0.85,0,3.91,2024-01-01,7,Monday,25.27,Not Converted
2024-01-01 08:00:00,user_460,Home,Tablet,South America,195.16,0.99,0,1.84,2024-01-01,8,Monday,68.72,Not Converted
2024-01-01 08:15:00,user_314,Login,Desktop,Asia,357.13,0.68,0,3.59,2024-01-01,8,Monday,77.81,Not Converted
2024-01-01 08:30:00,user_22,Product,Tablet,Europe,47.98,0.94,0,0.79,2024-01-01,8,Monday,26.8,Not Converted
2024-01-01 08:45:00,user_253,Search,Desktop,Europe,92.73,0.83,0,0.7,2024-01-01,8,Monday,54.55,Not Converted
2024-01-01 09:00:00,user_748,Checkout,Tablet,Africa,48.58,0.84,0,5.46,2024-01-01,9,Monday,7.52,Not Converted
2024-01-01 09:15:00,user_857,Login,Tablet,Europe,488.33,0.57,0,9.44,2024-01-01,9,Monday,46.77,Not Converted
2024-01-01 09:30:00,user_561,Product,Desktop,Europe,452.68,0.38,0,8.78,2024-01-01,9,Monday,46.29,Not Converted
2024-01-01 09:45:00,user_475,Checkout,Desktop,North America,453.22,0.93,1,5.36,2024-01-01,9,Monday,71.26,Converted
2024-01-01 10:00:00,user_59,Checkout,Tablet,Africa,431.21,0.43,0,5.87,2024-01-01,10,Monday,62.77,Not Converted
2024-01-01 10:15:00,user_511,Help,Mobile,Africa,403.28,0.54,0,0.56,2024-01-01,10,Monday,258.51,Not Converted
2024-01-01 10:30:00,user_682,Login,Desktop,Europe,288.81,0.45,0,2.55,2024-01-01,10,Monday,81.35,Not Converted
2024-01-01 10:45:00,user_476,Home,Mobile,Europe,387.16,0.56,0,0.74,2024-01-01,10,Monday,222.51,Not Converted
2024-01-01 11:00:00,user_700,Login,Desktop,Europe,27.83,0.47,0,7.67,2024-01-01,11,Monday,3.21,Not Converted
2024-01-01 11:15:00,user_976,Product,Desktop,Asia,374.77,0.05,0,1.88,2024-01-01,11,Monday,130.13,Not Converted
2024-01-01 11:30:00,user_783,Checkout,Desktop,South America,467.84,0.88,0,8.76,2024-01-01,11,Monday,47.93,Not Converted
2024-01-01 11:45:00,user_190,Login,Desktop,Asia,294.4,0.44,0,6.61,2024-01-01,11,Monday,38.69,Not Converted
2024-01-01 12:00:00,user_958,Home,Mobile,Africa,217.72,0.59,0,2.68,2024-01-01,12,Monday,59.16,Not Converted
2024-01-01 12:15:00,user_687,Help,Desktop,North America,170.07,0.14,0,2.0,2024-01-01,12,Monday,56.69,Not Converted
2024-01-01 12:30:00,user_958,Login,Unknown,South America,387.47,0.0,0,5.46,2024-01-01,12,Monday,59.98,Not Converted
2024-01-01 12:45:00,user_563,Search,Tablet,North America,417.22,0.25,0,9.06,2024-01-01,12,Monday,41.47,Not Converted
2024-01-01 13:00:00,user_876,Help,Mobile,Africa,523.23,0.7,0,7.32,2024-01-01,13,Monday,62.89,Not Converted
2024-01-01 13:15:00,user_567,Home,Desktop,Africa,208.69,0.1,0,3.81,2024-01-01,13,Monday,43.39,Not Converted
2024-01-01 13:30:00,user_244,Product,Tablet,North America,463.01,0.91,0,6.08,2024-01-01,13,Monday,65.4,Not Converted
2024-01-01 13:45:00,user_832,Checkout,Mobile,North America,339.01,1.0,0,3.45,2024-01-01,13,Monday,76.18,Not Converted
2024-01-01 14:00:00,user_505,Login,Desktop,North America,530.29,0.2,0,9.99,2024-01-01,14,Monday,48.25,Not Converted
2024-01-01 14:15:00,user_131,Home,Tablet,Africa,319.05,0.18,0,7.61,2024-01-01,14,Monday,37.06,Not Converted
2024-01-01 14:30:00,user_485,Help,Tablet,Europe,312.99,0.01,1,6.34,2024-01-01,14,Monday,42.64,Converted
2024-01-01 14:45:00,user_819,Search,Mobile,North America,348.84,0.77,0,4.52,2024-01-01,14,Monday,63.2,Not Converted
2024-01-01 15:00:00,user_647,Home,Desktop,South America,450.84,0.88,0,6.37,2024-01-01,15,Monday,61.17,Not Converted
2024-01-01 15:15:00,user_21,Profile,Desktop,Africa,578.99,0.61,0,3.75,2024-01-01,15,Monday,121.89,Not Converted
2024-01-01 15:30:00,user_841,Search,Unknown,Asia,48.77,0.19,0,0.77,2024-01-01,15,Monday,27.55,Not Converted
2024-01-01 15:45:00,user_167,Help,Tablet,Asia,36.79,0.29,0,4.25,2024-01-01,15,Monday,7.01,Not Converted
2024-01-01 16:00:00,user_274,Product,Tablet,South America,562.84,0.48,1,9.34,2024-01-01,16,Monday,54.43,Converted
2024-01-01 16:15:00,user_388,Checkout,Desktop,Europe,320.28,0.95,0,6.45,2024-01-01,16,Monday,42.99,Not Converted
2024-01-01 16:30:00,user_601,Help,Mobile,North America,370.87,0.25,0,1.3,2024-01-01,16,Monday,161.25,Not Converted
2024-01-01 16:45:00,user_316,Product,Mobile,Africa,292.04,0.73,0,8.91,2024-01-01,16,Monday,29.47,Not Converted
2024-01-01 17:00:00,user_14,Login,Desktop,North America,60.73,0.44,0,3.05,2024-01-01,17,Monday,15.0,Not Converted
2024-01-01 17:15:00,user_242,Home,Mobile,Africa,294.4,0.3,0,2.82,2024-01-01,17,Monday,77.07,Not Converted
2024-01-01 17:30:00,user_777,Profile,Tablet,Asia,449.6,0.46,0,3.32,2024-01-01,17,Monday,104.07,Not Converted
2024-01-01 17:45:00,user_346,Search,Mobile,North America,190.46,0.07,1,5.98,2024-01-01,17,Monday,27.29,Converted
2024-01-01 18:00:00,user_565,Search,Mobile,South America,187.21,0.8,0,5.67,2024-01-01,18,Monday,28.07,Not Converted
2024-01-01 18:15:00,user_898,Home,Mobile,Europe,503.52,0.24,0,5.17,2024-01-01,18,Monday,81.61,Not Converted
2024-01-01 18:30:00,user_340,Profile,Tablet,South America,48.05,0.73,0,7.32,2024-01-01,18,Monday,5.78,Not Converted
2024-01-01 18:45:00,user_92,Home,Desktop,Europe,529.26,0.07,0,3.51,2024-01-01,18,Monday,117.35,Not Converted
2024-01-01 19:00:00,user_367,Login,Tablet,North America,157.71,0.96,0,7.93,2024-01-01,19,Monday,17.66,Not Converted
2024-01-01 19:15:00,user_956,Product,Desktop,North America,357.83,0.49,0,2.17,2024-01-01,19,Monday,112.88,Not Converted
2024-01-01 19:30:00,user_455,Help,Desktop,Europe,561.92,0.88,0,7.93,2024-01-01,19,Monday,62.92,Not Converted
2024-01-01 19:45:00,user_428,Search,Desktop,Asia,408.48,0.81,0,6.81,2024-01-01,19,Monday,52.3,Not Converted
2024-01-01 20:00:00,user_509,Login,Mobile,Africa,251.59,0.97,1,6.99,2024-01-01,20,Monday,31.49,Converted
2024-01-01 20:15:00,user_776,Product,Mobile,South America,415.27,0.48,0,5.07,2024-01-01,20,Monday,68.41,Not Converted
2024-01-01 20:30:00,user_943,Login,Desktop,South America,209.67,0.49,0,6.84,2024-01-01,20,Monday,26.74,Not Converted
2024-01-01 20:45:00,user_35,Profile,Desktop,South America,169.97,0.37,0,5.46,2024-01-01,20,Monday,26.31,Not Converted
2024-01-01 21:00:00,user_206,Search,Mobile,North America,598.03,0.18,1,8.59,2024-01-01,21,Monday,62.36,Converted
2024-01-01 21:15:00,user_81,Help,Tablet,South America,294.4,0.44,0,1.03,2024-01-01,21,Monday,145.02,Not Converted
2024-01-01 21:30:00,user_932,Home,Desktop,Africa,388.61,0.17,0,1.91,2024-01-01,21,Monday,133.54,Not Converted
2024-01-01 21:45:00,user_562,Home,Tablet,Africa,216.4,0.98,0,5.98,2024-01-01,21,Monday,31.0,Not Converted
2024-01-01 22:00:00,user_872,Product,Mobile,Europe,34.25,0.1,0,7.52,2024-01-01,22,Monday,4.02,Not Converted
2024-01-01 22:15:00,user_388,Help,Desktop,North America,23.48,0.59,0,1.22,2024-01-01,22,Monday,10.58,Not Converted
2024-01-01 22:30:00,user_2,Checkout,Tablet,Africa,334.74,0.63,0,9.25,2024-01-01,22,Monday,32.66,Not Converted
2024-01-01 22:45:00,user_390,Profile,Tablet,Asia,458.41,0.54,0,9.75,2024-01-01,22,Monday,42.64,Not Converted
2024-01-01 23:00:00,user_566,Product,Tablet,North America,324.74,0.66,1,6.26,2024-01-01,23,Monday,44.73,Converted
2024-01-01 23:15:00,user_106,Checkout,Mobile,North America,505.27,0.12,0,5.07,2024-01-01,23,Monday,83.24,Not Converted
2024-01-01 23:30:00,user_772,Login,Mobile,Africa,24.89,0.56,0,7.54,2024-01-01,23,Monday,2.91,Not Converted
2024-01-01 23:45:00,user_822,Profile,Tablet,Asia,223.22,0.29,0,3.62,2024-01-01,23,Monday,48.32,Not Converted
2024-01-02 00:00:00,user_477,Login,Tablet,Europe,146.06,0.94,0,5.19,2024-01-02,0,Tuesday,23.6,Not Converted
2024-01-02 00:15:00,user_703,Help,Mobile,Africa,271.13,0.49,0,9.2,2024-01-02,0,Tuesday,26.58,Not Converted
2024-01-02 00:30:00,user_402,Search,Tablet,Asia,48.06,0.97,0,9.58,2024-01-02,0,Tuesday,4.54,Not Converted
2024-01-02 00:45:00,user_730,Profile,Tablet,North America,572.71,0.04,0,9.31,2024-01-02,0,Tuesday,55.55,Not Converted
2024-01-02 01:00:00,user_556,Checkout,Mobile,Asia,137.84,0.29,0,2.99,2024-01-02,1,Tuesday,34.55,Not Converted
2024-01-02 01:15:00,user_162,Search,Tablet,North America,553.77,0.2,0,2.71,2024-01-02,1,Tuesday,149.26,Not Converted
2024-01-02 01:30:00,user_202,Home,Tablet,Africa,258.41,0.01,0,3.33,2024-01-02,1,Tuesday,59.68,Not Converted
2024-01-02 01:45:00,user_958,Checkout,Tablet,Africa,591.39,0.24,0,4.69,2024-01-02,1,Tuesday,103.93,Not Converted
2024-01-02 02:00:00,user_996,Product,Mobile,South America,334.66,0.68,0,3.48,2024-01-02,2,Tuesday,74.7,Not Converted
2024-01-02 02:15:00,user_270,Home,Tablet,South America,558.85,0.23,0,4.06,2024-01-02,2,Tuesday,110.44,Not Converted
2024-01-02 02:30:00,user_863,Home,Mobile,South America,8.18,0.51,0,6.4,2024-01-02,2,Tuesday,1.11,Not Converted
2024-01-02 02:45:00,user_816,Product,Mobile,Africa,450.2,0.89,0,5.46,2024-01-02,2,Tuesday,69.69,Not Converted
2024-01-02 03:00:00,user_271,Profile,Desktop,Europe,542.32,0.69,1,5.46,2024-01-02,3,Tuesday,83.95,Converted
2024-01-02 03:15:00,user_456,Home,Unknown,Africa,88.13,0.39,1,5.46,2024-01-02,3,Tuesday,13.64,Converted
2024-01-02 03:30:00,user_462,Help,Tablet,Asia,62.19,0.37,1,0.81,2024-01-02,3,Tuesday,34.36,Converted
2024-01-02 03:45:00,user_727,Checkout,Mobile,Africa,257.62,0.49,0,0.95,2024-01-02,3,Tuesday,132.11,Not Converted
2024-01-02 04:00:00,user_252,Search,Desktop,Africa,560.54,0.18,0,8.0,2024-01-02,4,Tuesday,62.28,Not Converted
2024-01-02 04:15:00,user_702,Home,Tablet,North America,327.72,0.63,0,5.56,2024-01-02,4,Tuesday,49.96,Not Converted
2024-01-02 04:30:00,user_296,Checkout,Desktop,North America,318.84,0.36,0,5.99,2024-01-02,4,Tuesday,45.61,Not Converted
2024-01-02 04:45:00,user_725,Login,Desktop,North America,88.97,0.85,0,1.0,2024-01-02,4,Tuesday,44.48,Not Converted
2024-01-02 05:00:00,user_720,Checkout,Mobile,Africa,5.47,0.76,1,2.93,2024-01-02,5,Tuesday,1.39,Converted
2024-01-02 05:15:00,user_749,Search,Mobile,Europe,294.4,0.61,0,6.56,2024-01-02,5,Tuesday,38.94,Not Converted
2024-01-02 05:30:00,user_338,Checkout,Desktop,Asia,57.11,0.36,0,8.66,2024-01-02,5,Tuesday,5.91,Not Converted
2024-01-02 05:45:00,user_879,Product,Desktop,Asia,382.14,0.21,0,9.21,2024-01-02,5,Tuesday,37.43,Not Converted
2024-01-02 06:00:00,user_53,Search,Mobile,Europe,549.2,0.49,1,5.25,2024-01-02,6,Tuesday,87.87,Converted
2024-01-02 06:15:00,user_792,Profile,Tablet,Europe,129.15,0.49,0,5.68,2024-01-02,6,Tuesday,19.33,Not Converted
2024-01-02 06:30:00,user_922,Login,Unknown,Asia,400.84,0.22,0,8.41,2024-01-02,6,Tuesday,42.6,Not Converted
2024-01-02 06:45:00,user_217,Product,Desktop,South America,51.83,0.2,0,5.61,2024-01-02,6,Tuesday,7.84,Not Converted
2024-01-02 07:00:00,user_764,Profile,Tablet,North America,364.23,0.17,0,5.41,2024-01-02,7,Tuesday,56.82,Not Converted
2024-01-02 07:15:00,user_188,Checkout,Desktop,North America,102.54,0.49,0,9.1,2024-01-02,7,Tuesday,10.15,Not Converted
2024-01-02 07:30:00,user_380,Search,Tablet,Asia,442.89,0.23,0,8.0,2024-01-02,7,Tuesday,49.21,Not Converted
2024-01-02 07:45:00,user_493,Login,Desktop,Europe,184.23,0.53,0,9.14,2024-01-02,7,Tuesday,18.17,Not Converted
2024-01-02 08:00:00,user_41,Product,Tablet,South America,280.72,0.45,0,2.57,2024-01-02,8,Tuesday,78.63,Not Converted
2024-01-02 08:15:00,user_157,Profile,Tablet,Asia,361.66,0.58,0,5.48,2024-01-02,8,Tuesday,55.81,Not Converted
2024-01-02 08:30:00,user_15,Profile,Desktop,North America,106.91,0.88,1,8.5,2024-01-02,8,Tuesday,11.25,Converted
2024-01-02 08:45:00,user_813,Login,Tablet,Africa,446.27,0.87,0,1.56,2024-01-02,8,Tuesday,174.32,Not Converted
2024-01-02 09:00:00,user_65,Help,Mobile,Europe,185.07,0.45,0,8.05,2024-01-02,9,Tuesday,20.45,Not Converted
2024-01-02 09:15:00,user_857,Checkout,Desktop,Africa,399.11,0.02,0,2.24,2024-01-02,9,Tuesday,123.18,Not Converted
2024-01-02 09:30:00,user_839,Login,Unknown,Asia,99.18,0.43,0,8.18,2024-01-02,9,Tuesday,10.8,Not Converted
2024-01-02 09:45:00,user_521,Profile,Desktop,North America,414.43,0.49,0,6.31,2024-01-02,9,Tuesday,56.69,Not Converted
2024-01-02 10:00:00,user_344,Home,Tablet,South America,81.27,0.56,0,2.34,2024-01-02,10,Tuesday,24.33,Not Converted
2024-01-02 10:15:00,user_129,Product,Tablet,Africa,258.09,0.65,0,5.0,2024-01-02,10,Tuesday,43.01,Not Converted
2024-01-02 10:30:00,user_648,Login,Tablet,South America,152.09,0.15,0,6.98,2024-01-02,10,Tuesday,19.06,Not Converted
2024-01-02 10:45:00,user_472,Help,Desktop,North America,450.28,0.65,0,6.52,2024-01-02,10,Tuesday,59.88,Not Converted
2024-01-02 11:00:00,user_63,Profile,Mobile,Africa,160.91,0.18,0,4.56,2024-01-02,11,Tuesday,28.94,Not Converted
2024-01-02 11:15:00,user_139,Checkout,Mobile,South America,529.62,0.75,0,9.04,2024-01-02,11,Tuesday,52.75,Not Converted
2024-01-02 11:30:00,user_499,Profile,Desktop,South America,535.63,0.34,0,5.46,2024-01-02,11,Tuesday,82.91,Not Converted
2024-01-02 11:45:00,user_593,Checkout,Desktop,Africa,121.88,0.49,0,5.31,2024-01-02,11,Tuesday,19.32,Not Converted
2024-01-02 12:00:00,user_392,Login,Mobile,North America,294.4,0.05,0,1.09,2024-01-02,12,Tuesday,140.86,Not Converted
2024-01-02 12:15:00,user_675,Checkout,Mobile,South America,57.19,0.49,0,9.26,2024-01-02,12,Tuesday,5.57,Not Converted
2024-01-02 12:30:00,user_419,Search,Mobile,Asia,237.96,0.71,0,2.18,2024-01-02,12,Tuesday,74.83,Not Converted
2024-01-02 12:45:00,user_289,Search,Mobile,Africa,429.43,0.23,1,5.52,2024-01-02,12,Tuesday,65.86,Converted
2024-01-02 13:00:00,user_379,Search,Desktop,Europe,397.36,0.8,0,8.13,2024-01-02,13,Tuesday,43.52,Not Converted
2024-01-02 13:15:00,user_773,Help,Desktop,Europe,376.7,0.63,0,2.55,2024-01-02,13,Tuesday,106.11,Not Converted
2024-01-02 13:30:00,user_490,Help,Tablet,North America,173.11,0.59,0,5.51,2024-01-02,13,Tuesday,26.59,Not Converted
2024-01-02 13:45:00,user_231,Home,Mobile,Asia,229.92,0.35,0,2.79,2024-01-02,13,Tuesday,60.66,Not Converted
2024-01-02 14:00:00,user_41,Help,Tablet,South America,66.25,0.48,0,7.72,2024-01-02,14,Tuesday,7.6,Not Converted
2024-01-02 14:15:00,user_28,Login,Desktop,Europe,432.82,0.6,0,5.86,2024-01-02,14,Tuesday,63.09,Not Converted
2024-01-02 14:30:00,user_135,Profile,Desktop,North America,304.81,0.47,0,8.63,2024-01-02,14,Tuesday,31.65,Not Converted
2024-01-02 14:45:00,user_201,Profile,Tablet,Asia,426.72,0.7,0,9.0,2024-01-02,14,Tuesday,42.67,Not Converted
2024-01-02 15:00:00,user_840,Home,Mobile,Asia,153.12,0.43,0,6.66,2024-01-02,15,Tuesday,19.99,Not Converted
2024-01-02 15:15:00,user_780,Help,Mobile,North America,198.04,0.2,0,7.39,2024-01-02,15,Tuesday,23.6,Not Converted
2024-01-02 15:30:00,user_930,Checkout,Mobile,North America,203.86,0.21,0,5.72,2024-01-02,15,Tuesday,30.34,Not Converted
2024-01-02 15:45:00,user_33,Home,Mobile,South America,20.32,0.01,1,4.15,2024-01-02,15,Tuesday,3.95,Converted
2024-01-02 16:00:00,user_48,Checkout,Tablet,North America,207.92,0.3,0,6.66,2024-01-02,16,Tuesday,27.14,Not Converted
2024-01-02 16:15:00,user_503,Checkout,Tablet,South America,482.97,0.75,0,5.46,2024-01-02,16,Tuesday,74.76,Not Converted
2024-01-02 16:30:00,user_407,Product,Desktop,South America,538.89,0.79,0,4.46,2024-01-02,16,Tuesday,98.7,Not Converted
2024-01-02 16:45:00,user_574,Profile,Mobile,Africa,313.34,0.2,0,3.49,2024-01-02,16,Tuesday,69.79,Not Converted
2024-01-02 17:00:00,user_728,Search,Mobile,Asia,276.02,0.96,1,4.19,2024-01-02,17,Tuesday,53.18,Converted
2024-01-02 17:15:00,user_805,Help,Mobile,Asia,23.34,0.5,0,4.64,2024-01-02,17,Tuesday,4.14,Not Converted
2024-01-02 17:30:00,user_99,Checkout,Tablet,Asia,528.13,0.92,0,1.2,2024-01-02,17,Tuesday,240.06,Not Converted
2024-01-02 17:45:00,user_684,Product,Mobile,Africa,12.74,0.71,0,5.24,2024-01-02,17,Tuesday,2.04,Not Converted
2024-01-02 18:00:00,user_872,Profile,Tablet,South America,567.13,0.72,0,5.2,2024-01-02,18,Tuesday,91.47,Not Converted
2024-01-02 18:15:00,user_726,Search,Mobile,South America,296.08,0.09,0,6.09,2024-01-02,18,Tuesday,41.76,Not Converted
2024-01-02 18:30:00,user_987,Checkout,Mobile,North America,208.45,0.22,0,3.95,2024-01-02,18,Tuesday,42.11,Not Converted
2024-01-02 18:45:00,user_547,Checkout,Desktop,Africa,554.91,0.01,0,6.32,2024-01-02,18,Tuesday,75.81,Not Converted
2024-01-02 19:00:00,user_961,Home,Mobile,North America,19.51,0.72,0,8.84,2024-01-02,19,Tuesday,1.98,Not Converted
2024-01-02 19:15:00,user_739,Home,Mobile,Africa,350.95,0.34,0,9.58,2024-01-02,19,Tuesday,33.17,Not Converted
2024-01-02 19:30:00,user_613,Profile,Desktop,North America,331.61,0.79,0,6.04,2024-01-02,19,Tuesday,47.1,Not Converted
2024-01-02 19:45:00,user_943,Search,Tablet,Europe,135.5,0.34,0,0.9,2024-01-02,19,Tuesday,71.32,Not Converted
2024-01-02 20:00:00,user_462,Checkout,Tablet,Asia,260.19,0.82,0,9.71,2024-01-02,20,Tuesday,24.29,Not Converted
2024-01-02 20:15:00,user_643,Profile,Mobile,Asia,393.1,0.13,0,7.21,2024-01-02,20,Tuesday,47.88,Not Converted
2024-01-02 20:30:00,user_769,Profile,Tablet,South America,437.64,0.17,0,3.69,2024-01-02,20,Tuesday,93.31,Not Converted
2024-01-02 20:45:00,user_5,Login,Mobile,Europe,5.43,0.34,0,1.9,2024-01-02,20,Tuesday,1.87,Not Converted
2024-01-02 21:00:00,user_218,Help,Desktop,Asia,562.43,0.41,1,1.86,2024-01-02,21,Tuesday,196.65,Converted
2024-01-02 21:15:00,user_503,Home,Desktop,South America,102.89,0.35,0,2.09,2024-01-02,21,Tuesday,33.3,Not Converted
2024-01-02 21:30:00,user_767,Search,Mobile,Europe,143.98,0.76,1,0.93,2024-01-02,21,Tuesday,74.6,Converted
2024-01-02 21:45:00,user_398,Checkout,Desktop,Asia,161.77,0.1,0,9.07,2024-01-02,21,Tuesday,16.06,Not Converted
2024-01-02 22:00:00,user_871,Profile,Desktop,North America,294.4,0.35,0,5.64,2024-01-02,22,Tuesday,44.34,Not Converted
2024-01-02 22:15:00,user_795,Checkout,Mobile,Africa,78.22,0.84,0,7.15,2024-01-02,22,Tuesday,9.6,Not Converted
2024-01-02 22:30:00,user_393,Login,Mobile,Europe,591.88,0.07,1,8.37,2024-01-02,22,Tuesday,63.17,Converted
2024-01-02 22:45:00,user_207,Search,Desktop,South America,192.55,0.94,0,8.02,2024-01-02,22,Tuesday,21.35,Not Converted
2024-01-02 23:00:00,user_15,Profile,Tablet,Europe,73.6,0.99,0,8.88,2024-01-02,23,Tuesday,7.45,Not Converted
2024-01-02 23:15:00,user_858,Checkout,Tablet,South America,68.66,0.09,0,9.69,2024-01-02,23,Tuesday,6.42,Not Converted
2024-01-02 23:30:00,user_554,Home,Mobile,Europe,433.08,0.29,0,4.67,2024-01-02,23,Tuesday,76.38,Not Converted
2024-01-02 23:45:00,user_892,Help,Mobile,South America,513.47,0.37,0,9.53,2024-01-02,23,Tuesday,48.76,Not Converted
2024-01-03 00:00:00,user_461,Login,Tablet,Asia,157.89,0.78,0,7.37,2024-01-03,0,Wednesday,18.86,Not Converted
2024-01-03 00:15:00,user_691,Search,Desktop,North America,17.44,0.6,0,1.17,2024-01-03,0,Wednesday,8.04,Not Converted
2024-01-03 00:30:00,user_575,Login,Tablet,Asia,137.74,0.64,0,6.98,2024-01-03,0,Wednesday,17.26,Not Converted
2024-01-03 00:45:00,user_864,Home,Tablet,North America,38.63,0.76,0,7.02,2024-01-03,0,Wednesday,4.82,Not Converted
2024-01-03 01:00:00,user_743,Search,Tablet,Asia,66.52,0.12,0,9.11,2024-01-03,1,Wednesday,6.58,Not Converted
2024-01-03 01:15:00,user_241,Login,Tablet,Asia,261.75,0.83,0,5.46,2024-01-03,1,Wednesday,40.52,Not Converted
2024-01-03 01:30:00,user_564,Product,Mobile,Europe,141.8,0.71,0,6.06,2024-01-03,1,Wednesday,20.08,Not Converted
2024-01-03 01:45:00,user_96,Home,Mobile,Africa,311.99,0.58,0,0.62,2024-01-03,1,Wednesday,192.59,Not Converted
2024-01-03 02:00:00,user_900,Home,Desktop,South America,155.83,0.89,0,3.65,2024-01-03,2,Wednesday,33.51,Not Converted
2024-01-03 02:15:00,user_734,Home,Desktop,South America,564.62,0.7,0,1.09,2024-01-03,2,Wednesday,270.15,Not Converted
2024-01-03 02:30:00,user_485,Product,Desktop,South America,544.04,0.2,0,5.46,2024-01-03,2,Wednesday,84.22,Not Converted
2024-01-03 02:45:00,user_407,Product,Unknown,North America,342.25,0.43,0,8.27,2024-01-03,2,Wednesday,36.92,Not Converted
2024-01-03 03:00:00,user_231,Checkout,Tablet,South America,215.88,0.49,0,2.46,2024-01-03,3,Wednesday,62.39,Not Converted
2024-01-03 03:15:00,user_749,Profile,Mobile,South America,231.78,0.06,0,5.51,2024-01-03,3,Wednesday,35.6,Not Converted
