order_item_id,order_id,product_id,quantity,price,revenue
75,ORD0000022,PROD00553,2,923.76,1847.52
76,ORD0000022,PROD00138,3,1610.07,4830.21
77,ORD0000022,PROD00667,1,1271.32,1271.32
78,ORD0000023,PROD00392,4,462.61,1850.44
79,ORD0000024,PROD00208,1,1510.64,1510.64
80,ORD0000024,PROD00228,1,1957.42,1957.42
81,ORD0000024,PROD00589,4,717.45,2869.8
82,ORD0000025,PROD00026,1,1514.21,1514.21
83,ORD0000025,PROD00679,4,503.49,2013.96
84,ORD0000025,PROD00061,3,1526.44,4579.32
85,ORD0000026,PROD00409,4,982.88,3931.52
86,ORD0000026,PROD00078,1,1854.61,1854.61
87,ORD0000026,PROD00234,3,602.23,1806.69
88,ORD0000026,PROD00791,2,794.0,1588.0
89,ORD0000026,PROD00664,3,1907.36,5722.08
90,ORD0000027,PROD00118,1,229.15,229.15
91,ORD0000028,PROD00657,1,1047.32,1047.32
92,ORD0000028,PROD00033,2,224.61,449.22
93,ORD0000028,PROD00708,4,252.23,1008.92
94,ORD0000029,PROD00443,2,1005.12,2010.24
95,ORD0000029,PROD00655,2,1190.25,2380.5
96,ORD0000030,PROD00350,3,591.49,1774.47
97,ORD0000030,PROD00352,2,284.99,569.98
98,ORD0000031,PROD00660,3,1335.34,4006.0199999999995
99,ORD0000032,PROD00414,4,1508.01,6032.04
100,ORD0000032,PROD00111,1,1334.85,1334.85
101,ORD0000032,PROD00020,3,1220.01,3660.0299999999997
102,ORD0000032,PROD00409,3,982.88,2948.64
103,ORD0000032,PROD00275,2,1024.71,2049.42
104,ORD0000033,PROD00001,4,1480.04,5920.16
105,ORD0000034,PROD00077,2,30.28,60.56
106,ORD0000035,PROD00799,4,1639.43,6557.72
107,ORD0000035,PROD00603,4,1805.94,7223.76
108,ORD0000035,PROD00152,2,1636.08,3272.16
109,ORD0000036,PROD00558,2,344.85,689.7
110,ORD0000036,PROD00069,2,432.97,865.94
111,ORD0000037,PROD00094,1,1929.96,1929.96
112,ORD0000037,PROD00753,1,1197.47,1197.47
113,ORD0000037,PROD00663,4,38.29,153.16
114,ORD0000038,PROD00470,3,1599.82,4799.46
115,ORD0000039,PROD00244,1,1766.75,1766.75
116,ORD0000040,PROD00145,3,364.83,1094.49
117,ORD0000041,PROD00593,3,152.34,457.02
118,ORD0000041,PROD00437,3,1219.21,3657.63
119,ORD0000042,PROD00072,4,1358.73,5434.92
120,ORD0000042,PROD00559,4,427.3,1709.2
121,ORD0000042,PROD00404,2,837.54,1675.08
122,ORD0000042,PROD00440,4,1939.35,7757.4
123,ORD0000042,PROD00347,4,1792.59,7170.36
124,ORD0000043,PROD00204,3,1915.16,5745.4800000000005
125,ORD0000043,PROD00323,3,1333.91,4001.7300000000005
126,ORD0000044,PROD00094,3,1929.96,5789.88
127,ORD0000045,PROD00664,4,1907.36,7629.44
128,ORD0000045,PROD00766,2,181.17,362.34
129,ORD0000046,PROD00143,1,933.58,933.58
130,ORD0000046,PROD00183,2,1345.68,2691.36
131,ORD0000046,PROD00421,3,439.82,1319.46
132,ORD0000047,PROD00445,1,588.15,588.15
133,ORD0000047,PROD00719,4,876.79,3507.16
134,ORD0000048,PROD00223,1,630.52,630.52
135,ORD0000048,PROD00750,1,104.55,104.55
136,ORD0000048,PROD00434,2,1512.97,3025.94
137,ORD0000048,PROD00592,1,1089.19,1089.19
138,ORD0000048,PROD00526,1,1394.23,1394.23
139,ORD0000049,PROD00477,4,1942.5,7770.0
140,ORD0000049,PROD00171,1,982.52,982.52
141,ORD0000049,PROD00439,1,1256.03,1256.03
142,ORD0000049,PROD00745,1,1252.34,1252.34
143,ORD0000050,PROD00687,1,266.26,266.26
144,ORD0000050,PROD00215,1,384.86,384.86
145,ORD0000050,PROD00284,3,20.02,60.06
146,ORD0000050,PROD00342,4,1003.87,4015.48
147,ORD0000050,PROD00121,2,744.68,1489.36
148,ORD0000051,PROD00262,1,920.4,920.4
149,ORD0000052,PROD00085,3,927.08,2781.2400000000002
150,ORD0000052,PROD00474,2,1794.18,3588.36
151,ORD0000052,PROD00426,2,887.37,1774.74
152,ORD0000052,PROD00242,4,1170.74,4682.96
153,ORD0000053,PROD00651,2,1935.7,3871.4
154,ORD0000053,PROD00574,2,1918.53,3837.06
155,ORD0000054,PROD00593,1,152.34,152.34
156,ORD0000054,PROD00170,3,1391.85,4175.549999999999
157,ORD0000054,PROD00061,3,1526.44,4579.32
158,ORD0000055,PROD00392,4,462.61,1850.44
159,ORD0000055,PROD00054,3,88.72,266.15999999999997
160,ORD0000055,PROD00097,4,565.29,2261.16
161,ORD0000055,PROD00743,2,1928.3,3856.6
162,ORD0000056,PROD00684,3,1956.39,5869.17
163,ORD0000056,PROD00789,3,1518.53,4555.59
164,ORD0000056,PROD00378,4,1301.88,5207.52
165,ORD0000056,PROD00212,3,859.16,2577.48
166,ORD0000057,PROD00109,1,584.15,584.15
167,ORD0000057,PROD00084,4,647.71,2590.84
168,ORD0000057,PROD00727,4,586.8,2347.2
169,ORD0000057,PROD00140,1,1014.29,1014.29
170,ORD0000057,PROD00352,4,284.99,1139.96
171,ORD0000058,PROD00240,3,165.31,495.93
172,ORD0000058,PROD00240,3,165.31,495.93
173,ORD0000058,PROD00128,4,1211.89,4847.56
174,ORD0000059,PROD00543,4,674.93,2699.72
175,ORD0000059,PROD00673,3,1836.0,5508.0
176,ORD0000060,PROD00052,2,1837.58,3675.16
177,ORD0000060,PROD00699,2,1258.78,2517.56
178,ORD0000060,PROD00438,4,1253.6,5014.4
179,ORD0000060,PROD00681,3,1288.36,3865.08
180,ORD0000060,PROD00705,4,1930.03,7720.12
181,ORD0000061,PROD00384,2,895.6,1791.2
182,ORD0000062,PROD00183,3,1345.68,4037.04
183,ORD0000062,PROD00762,3,1038.23,3114.69
184,ORD0000062,PROD00272,2,485.04,970.08
185,ORD0000062,PROD00727,2,586.8,1173.6
186,ORD0000063,PROD00780,1,1473.87,1473.87
187,ORD0000064,PROD00479,2,438.84,877.68
188,ORD0000065,PROD00386,3,1184.21,3552.63
189,ORD0000065,PROD00699,2,1258.78,2517.56
190,ORD0000066,PROD00650,3,1819.08,5457.24
191,ORD0000066,PROD00638,3,1662.69,4988.07
192,ORD0000066,PROD00425,3,11.09,33.269999999999996
193,ORD0000067,PROD00170,3,1391.85,4175.549999999999
194,ORD0000068,PROD00187,1,1568.99,1568.99
195,ORD0000068,PROD00736,4,1938.91,7755.64
196,ORD0000068,PROD00419,3,242.74,728.22
197,ORD0000068,PROD00489,2,818.28,1636.56
198,ORD0000069,PROD00145,2,364.83,729.66
199,ORD0000069,PROD00517,3,373.93,1121.79
200,ORD0000070,PROD00680,1,244.57,244.57
201,ORD0000070,PROD00181,3,786.71,2360.13
202,ORD0000070,PROD00248,1,417.0,417.0
203,ORD0000070,PROD00770,3,1512.6,4537.799999999999
204,ORD0000071,PROD00696,1,650.13,650.13
205,ORD0000071,PROD00652,2,1334.64,2669.28
206,ORD0000071,PROD00239,3,1636.09,4908.2699999999995
207,ORD0000071,PROD00081,4,1990.36,7961.44
208,ORD0000072,PROD00707,4,1488.15,5952.6
209,ORD0000072,PROD00119,3,337.4,1012.1999999999999
210,ORD0000073,PROD00784,3,715.32,2145.96
211,ORD0000073,PROD00671,1,1845.23,1845.23
212,ORD0000073,PROD00528,4,1569.57,6278.28
213,ORD0000073,PROD00663,4,38.29,153.16
214,ORD0000073,PROD00794,2,131.46,262.92
215,ORD0000074,PROD00481,4,515.25,2061.0
216,ORD0000074,PROD00449,3,1059.12,3177.3599999999997
217,ORD0000074,PROD00453,2,1195.68,2391.36
218,ORD0000074,PROD00133,3,64.77,194.31
219,ORD0000075,PROD00464,2,1243.19,2486.38
220,ORD0000075,PROD00033,3,224.61,673.83
221,ORD0000075,PROD00795,3,1684.08,5052.24
222,ORD0000075,PROD00347,2,1792.59,3585.18
223,ORD0000075,PROD00462,2,506.42,1012.84
224,ORD0000076,PROD00460,1,1896.14,1896.14
225,ORD0000077,PROD00626,1,777.21,777.21
226,ORD0000077,PROD00110,3,216.13,648.39
227,ORD0000077,PROD00332,4,954.38,3817.52
228,ORD0000078,PROD00165,2,1305.21,2610.42
229,ORD0000078,PROD00180,1,1135.96,1135.96
230,ORD0000079,PROD00282,2,1292.93,2585.86
231,ORD0000079,PROD00244,3,1766.75,5300.25
232,ORD0000079,PROD00308,3,514.63,1543.8899999999999
233,ORD0000080,PROD00628,3,1341.47,4024.41
234,ORD0000080,PROD00646,4,1396.78,5587.12
235,ORD0000081,PROD00418,2,522.81,1045.62
236,ORD0000081,PROD00528,4,1569.57,6278.28
237,ORD0000081,PROD00102,3,1439.7,4319.1
238,ORD0000081,PROD00468,3,344.51,1033.53
239,ORD0000081,PROD00321,2,1168.11,2336.22
240,ORD0000082,PROD00715,1,1838.47,1838.47
241,ORD0000083,PROD00085,3,927.08,2781.2400000000002
242,ORD0000083,PROD00520,3,1611.99,4835.97
243,ORD0000083,PROD00454,4,1445.89,5783.56
244,ORD0000084,PROD00636,1,942.27,942.27
245,ORD0000084,PROD00159,3,629.83,1889.4900000000002
246,ORD0000084,PROD00224,3,1848.52,5545.5599999999995
247,ORD0000084,PROD00110,2,216.13,432.26
248,ORD0000085,PROD00549,1,678.17,678.17
249,ORD0000085,PROD00018,3,1052.53,3157.59
250,ORD0000085,PROD00484,3,930.98,2792.94
251,ORD0000085,PROD00790,4,1176.71,4706.84
252,ORD0000086,PROD00309,3,1873.04,5619.12
253,ORD0000087,PROD00212,1,859.16,859.16
254,ORD0000088,PROD00186,1,1993.77,1993.77
255,ORD0000088,PROD00375,1,1087.2,1087.2
256,ORD0000089,PROD00046,1,1188.06,1188.06
257,ORD0000090,PROD00442,3,1396.38,4189.14
258,ORD0000090,PROD00227,3,983.31,2949.93
259,ORD0000090,PROD00074,1,133.23,133.23
260,ORD0000090,PROD00572,1,758.65,758.65
261,ORD0000090,PROD00113,2,602.62,1205.24
262,ORD0000091,PROD00621,2,1534.41,3068.82
263,ORD0000091,PROD00624,1,1421.96,1421.96
264,ORD0000091,PROD00063,2,1266.76,2533.52
265,ORD0000091,PROD00394,3,924.35,2773.05
266,ORD0000092,PROD00163,4,892.49,3569.96
267,ORD0000093,PROD00759,1,1318.82,1318.82
268,ORD0000093,PROD00073,4,213.99,855.96
269,ORD0000093,PROD00704,2,684.74,1369.48
270,ORD0000093,PROD00312,2,545.24,1090.48
271,ORD0000094,PROD00467,2,764.81,1529.62
272,ORD0000094,PROD00170,2,1391.85,2783.7
273,ORD0000094,PROD00143,2,933.58,1867.16
274,ORD0000094,PROD00196,2,1791.0,3582.0
275,ORD0000095,PROD00623,1,526.42,526.42
276,ORD0000096,PROD00123,2,585.85,1171.7
277,ORD0000096,PROD00418,1,522.81,522.81
278,ORD0000096,PROD00202,4,1415.92,5663.68
279,ORD0000096,PROD00483,3,160.72,482.15999999999997
280,ORD0000097,PROD00027,1,1013.51,1013.51
281,ORD0000097,PROD00170,2,1391.85,2783.7
282,ORD0000097,PROD00217,4,934.94,3739.76
283,ORD0000097,PROD00182,3,865.1,2595.3
284,ORD0000097,PROD00434,1,1512.97,1512.97
285,ORD0000098,PROD00552,3,1629.53,4888.59
286,ORD0000098,PROD00308,2,514.63,1029.26
287,ORD0000098,PROD00015,4,339.47,1357.88
288,ORD0000098,PROD00213,1,898.86,898.86
289,ORD0000098,PROD00339,2,1506.16,3012.32
290,ORD0000099,PROD00426,4,887.37,3549.48
291,ORD0000099,PROD00221,1,1312.73,1312.73
292,ORD0000100,PROD00417,2,548.32,1096.64
293,ORD0000100,PROD00198,1,1700.0,1700.0
294,ORD0000100,PROD00350,4,591.49,2365.96
295,ORD0000101,PROD00606,4,1316.56,5266.24
296,ORD0000101,PROD00660,1,1335.34,1335.34
297,ORD0000101,PROD00404,2,837.54,1675.08
298,ORD0000102,PROD00640,1,1812.72,1812.72
299,ORD0000102,PROD00457,1,415.1,415.1
300,ORD0000102,PROD00164,3,928.49,2785.4700000000003
301,ORD0000103,PROD00096,3,994.1,2982.3
302,ORD0000103,PROD00232,3,416.24,1248.72
303,ORD0000103,PROD00589,4,717.45,2869.8
304,ORD0000103,PROD00345,1,938.98,938.98
305,ORD0000104,PROD00314,4,571.14,2284.56
306,ORD0000104,PROD00717,4,690.44,2761.76
307,ORD0000104,PROD00031,4,1510.75,6043.0
308,ORD0000104,PROD00553,4,923.76,3695.04
309,ORD0000105,PROD00697,3,740.83,2222.4900000000002
310,ORD0000105,PROD00272,4,485.04,1940.16
311,ORD0000105,PROD00444,4,242.85,971.4
312,ORD0000105,PROD00694,1,863.99,863.99
313,ORD0000106,PROD00097,3,565.29,1695.87
314,ORD0000106,PROD00130,3,1919.48,5758.4400000000005
315,ORD0000106,PROD00314,4,571.14,2284.56
316,ORD0000107,PROD00576,4,1421.44,5685.76
317,ORD0000108,PROD00663,3,38.29,114.87
318,ORD0000108,PROD00649,1,694.42,694.42
319,ORD0000108,PROD00424,3,1636.1,4908.299999999999
320,ORD0000109,PROD00466,1,870.3,870.3
321,ORD0000109,PROD00613,3,1632.34,4897.0199999999995
322,ORD0000109,PROD00738,4,1180.39,4721.56
323,ORD0000109,PROD00580,4,807.33,3229.32
324,ORD0000110,PROD00160,4,950.85,3803.4
325,ORD0000110,PROD00106,2,102.82,205.64
326,ORD0000111,PROD00369,1,1850.78,1850.78
327,ORD0000112,PROD00100,3,1076.7,3230.1000000000004
328,ORD0000112,PROD00078,2,1854.61,3709.22
329,ORD0000112,PROD00077,1,30.28,30.28
330,ORD0000113,PROD00507,3,126.22,378.65999999999997
331,ORD0000114,PROD00494,2,576.45,1152.9
332,ORD0000114,PROD00562,3,984.31,2952.93
333,ORD0000115,PROD00381,4,1984.0,7936.0
334,ORD0000115,PROD00339,4,1506.16,6024.64
335,ORD0000116,PROD00788,3,1274.93,3824.79
336,ORD0000116,PROD00111,4,1334.85,5339.4
337,ORD0000116,PROD00417,3,548.32,1644.96
338,ORD0000116,PROD00594,2,612.11,1224.22
339,ORD0000116,PROD00585,1,1560.44,1560.44
340,ORD0000117,PROD00007,2,1975.77,3951.54
341,ORD0000117,PROD00660,2,1335.34,2670.68
342,ORD0000117,PROD00164,1,928.49,928.49
343,ORD0000118,PROD00282,4,1292.93,5171.72
344,ORD0000118,PROD00549,1,678.17,678.17
345,ORD0000118,PROD00779,2,1043.42,2086.84
346,ORD0000118,PROD00730,1,280.97,280.97
347,ORD0000119,PROD00051,1,1824.11,1824.11
348,ORD0000119,PROD00465,1,523.02,523.02
349,ORD0000119,PROD00660,1,1335.34,1335.34
350,ORD0000119,PROD00554,1,810.61,810.61
351,ORD0000120,PROD00132,2,211.1,422.2
352,ORD0000121,PROD00724,1,992.1,992.1
353,ORD0000121,PROD00109,3,584.15,1752.4499999999998
354,ORD0000121,PROD00784,2,715.32,1430.64
355,ORD0000121,PROD00228,1,1957.42,1957.42
356,ORD0000121,PROD00394,3,924.35,2773.05
357,ORD0000122,PROD00466,4,870.3,3481.2
358,ORD0000122,PROD00439,4,1256.03,5024.12
359,ORD0000122,PROD00104,4,1207.15,4828.6
360,ORD0000122,PROD00484,3,930.98,2792.94
361,ORD0000123,PROD00120,2,1865.21,3730.42
362,ORD0000124,PROD00182,2,865.1,1730.2
363,ORD0000124,PROD00111,3,1334.85,4004.5499999999997
364,ORD0000124,PROD00512,4,1121.38,4485.52
365,ORD0000125,PROD00429,3,1635.04,4905.12
366,ORD0000125,PROD00245,3,23.13,69.39
367,ORD0000125,PROD00374,3,1345.75,4037.25
368,ORD0000126,PROD00126,3,1402.96,4208.88
369,ORD0000127,PROD00423,3,258.76,776.28
370,ORD0000127,PROD00429,1,1635.04,1635.04
371,ORD0000127,PROD00291,4,1658.83,6635.32
372,ORD0000128,PROD00522,4,171.16,684.64
373,ORD0000128,PROD00614,1,1974.92,1974.92
374,ORD0000129,PROD00519,4,1492.61,5970.44
375,ORD0000130,PROD00003,3,144.96,434.88
376,ORD0000130,PROD00244,3,1766.75,5300.25
377,ORD0000130,PROD00462,3,506.42,1519.26
378,ORD0000130,PROD00397,2,1794.51,3589.02
379,ORD0000130,PROD00594,1,612.11,612.11
380,ORD0000131,PROD00114,4,18.97,75.88
381,ORD0000132,PROD00731,1,294.71,294.71
382,ORD0000133,PROD00345,2,938.98,1877.96
383,ORD0000133,PROD00767,2,92.18,184.36
384,ORD0000133,PROD00158,2,1723.36,3446.72
385,ORD0000134,PROD00531,4,14.37,57.48
386,ORD0000134,PROD00396,1,1095.22,1095.22
387,ORD0000135,PROD00724,3,992.1,2976.3
388,ORD0000135,PROD00319,3,573.08,1719.2400000000002
389,ORD0000136,PROD00496,4,85.78,343.12
390,ORD0000136,PROD00724,3,992.1,2976.3
391,ORD0000137,PROD00728,4,1179.91,4719.64
392,ORD0000137,PROD00296,4,391.67,1566.68
393,ORD0000138,PROD00589,3,717.45,2152.3500000000004
394,ORD0000139,PROD00208,1,1510.64,1510.64
395,ORD0000139,PROD00115,3,229.1,687.3
396,ORD0000139,PROD00092,2,1965.42,3930.84
397,ORD0000139,PROD00670,3,792.07,2376.21
398,ORD0000140,PROD00200,1,1951.07,1951.07
399,ORD0000140,PROD00281,4,1949.69,7798.76
400,ORD0000140,PROD00034,1,724.27,724.27
401,ORD0000140,PROD00586,2,1774.37,3548.74
402,ORD0000140,PROD00672,1,791.28,791.28
403,ORD0000141,PROD00610,1,1531.13,1531.13
404,ORD0000141,PROD00594,2,612.11,1224.22
405,ORD0000141,PROD00284,1,20.02,20.02
406,ORD0000142,PROD00320,2,1559.72,3119.44
407,ORD0000142,PROD00575,3,287.1,861.3000000000001
408,ORD0000143,PROD00164,1,928.49,928.49
409,ORD0000143,PROD00002,4,982.42,3929.68
410,ORD0000143,PROD00061,4,1526.44,6105.76
411,ORD0000143,PROD00745,4,1252.34,5009.36
412,ORD0000143,PROD00429,3,1635.04,4905.12
413,ORD0000144,PROD00266,1,1264.91,1264.91
414,ORD0000144,PROD00118,2,229.15,458.3
415,ORD0000144,PROD00540,1,1955.73,1955.73
416,ORD0000144,PROD00210,2,1723.99,3447.98
417,ORD0000144,PROD00749,2,1708.62,3417.24
418,ORD0000145,PROD00223,2,630.52,1261.04
419,ORD0000145,PROD00754,4,727.1,2908.4
420,ORD0000145,PROD00576,3,1421.44,4264.32
421,ORD0000145,PROD00718,4,1724.7,6898.8
422,ORD0000145,PROD00088,1,1422.51,1422.51
423,ORD0000146,PROD00317,1,1495.02,1495.02
424,ORD0000147,PROD00638,2,1662.69,3325.38
425,ORD0000148,PROD00264,4,489.08,1956.32
426,ORD0000148,PROD00350,2,591.49,1182.98
427,ORD0000148,PROD00513,4,355.24,1420.96
428,ORD0000148,PROD00506,1,692.4,692.4
429,ORD0000149,PROD00715,4,1838.47,7353.88
430,ORD0000149,PROD00479,4,438.84,1755.36
431,ORD0000150,PROD00628,2,1341.47,2682.94
432,ORD0000150,PROD00390,3,1416.97,4250.91
433,ORD0000150,PROD00080,2,582.35,1164.7
434,ORD0000150,PROD00366,4,1785.29,7141.16
435,ORD0000151,PROD00035,1,1167.19,1167.19
436,ORD0000151,PROD00587,1,924.93,924.93
437,ORD0000151,PROD00206,1,215.8,215.8
438,ORD0000151,PROD00278,4,99.19,396.76
439,ORD0000151,PROD00677,1,460.66,460.66
440,ORD0000152,PROD00001,3,1480.04,4440.12
441,ORD0000152,PROD00174,3,1936.13,5808.39
442,ORD0000152,PROD00699,2,1258.78,2517.56
443,ORD0000152,PROD00240,3,165.31,495.93
444,ORD0000153,PROD00528,3,1569.57,4708.71
445,ORD0000153,PROD00694,2,863.99,1727.98
446,ORD0000154,PROD00227,2,983.31,1966.62
447,ORD0000154,PROD00303,4,1614.48,6457.92
448,ORD0000155,PROD00554,1,810.61,810.61
449,ORD0000155,PROD00307,2,1436.94,2873.88
450,ORD0000155,PROD00258,4,652.66,2610.64
451,ORD0000155,PROD00159,1,629.83,629.83
452,ORD0000155,PROD00600,2,1808.69,3617.38
453,ORD0000156,PROD00738,4,1180.39,4721.56
454,ORD0000156,PROD00267,1,347.37,347.37
455,ORD0000156,PROD00209,4,559.75,2239.0
456,ORD0000157,PROD00491,4,1187.03,4748.12
457,ORD0000157,PROD00579,3,1584.93,4754.79
458,ORD0000158,PROD00442,4,1396.38,5585.52
459,ORD0000159,PROD00323,3,1333.91,4001.7300000000005
460,ORD0000159,PROD00569,3,1872.39,5617.17
461,ORD0000159,PROD00107,1,1368.14,1368.14
462,ORD0000159,PROD00288,3,1118.17,3354.51
463,ORD0000160,PROD00773,2,324.07,648.14
464,ORD0000160,PROD00019,1,950.18,950.18
465,ORD0000160,PROD00376,1,1284.51,1284.51
466,ORD0000160,PROD00224,3,1848.52,5545.5599999999995
467,ORD0000161,PROD00644,3,438.37,1315.1100000000001
468,ORD0000162,PROD00545,3,663.08,1989.2400000000002
469,ORD0000162,PROD00684,3,1956.39,5869.17
470,ORD0000162,PROD00763,4,1656.82,6627.28
471,ORD0000162,PROD00288,4,1118.17,4472.68
472,ORD0000162,PROD00693,3,1455.38,4366.14
473,ORD0000163,PROD00670,2,792.07,1584.14
474,ORD0000163,PROD00453,3,1195.68,3587.04
475,ORD0000163,PROD00300,3,651.78,1955.34
476,ORD0000163,PROD00407,3,1537.36,4612.08
477,ORD0000163,PROD00575,4,287.1,1148.4
478,ORD0000164,PROD00169,3,1135.06,3405.18
479,ORD0000164,PROD00598,3,287.64,862.92
480,ORD0000165,PROD00544,1,1257.11,1257.11
481,ORD0000165,PROD00583,3,1087.67,3263.01
482,ORD0000165,PROD00723,2,1956.75,3913.5
483,ORD0000165,PROD00569,3,1872.39,5617.17
484,ORD0000165,PROD00519,2,1492.61,2985.22
485,ORD0000166,PROD00632,3,1026.05,3078.1499999999996
486,ORD0000166,PROD00262,3,920.4,2761.2
487,ORD0000166,PROD00545,3,663.08,1989.2400000000002
488,ORD0000166,PROD00006,1,1542.77,1542.77
489,ORD0000166,PROD00395,4,1428.89,5715.56
490,ORD0000167,PROD00338,1,1949.1,1949.1
491,ORD0000167,PROD00676,3,393.17,1179.51
492,ORD0000167,PROD00072,1,1358.73,1358.73
493,ORD0000168,PROD00272,1,485.04,485.04
494,ORD0000168,PROD00476,1,1855.95,1855.95
495,ORD0000168,PROD00066,2,844.54,1689.08
496,ORD0000168,PROD00215,2,384.86,769.72
497,ORD0000168,PROD00385,1,1863.43,1863.43
498,ORD0000169,PROD00712,3,1743.57,5230.71
499,ORD0000169,PROD00300,4,651.78,2607.12
500,ORD0000169,PROD00470,2,1599.82,3199.64
501,ORD0000169,PROD00617,4,55.96,223.84
502,ORD0000169,PROD00019,4,950.18,3800.72
503,ORD0000170,PROD00162,3,1971.23,5913.6900000000005
504,ORD0000170,PROD00285,1,1275.59,1275.59
505,ORD0000171,PROD00168,4,368.78,1475.12
506,ORD0000171,PROD00417,2,548.32,1096.64
507,ORD0000171,PROD00590,1,1962.59,1962.59
508,ORD0000172,PROD00004,4,533.58,2134.32
509,ORD0000172,PROD00113,4,602.62,2410.48
510,ORD0000173,PROD00018,4,1052.53,4210.12
511,ORD0000173,PROD00724,3,992.1,2976.3
512,ORD0000173,PROD00430,4,925.05,3700.2
513,ORD0000174,PROD00175,3,1786.04,5358.12
514,ORD0000174,PROD00237,4,425.01,1700.04
515,ORD0000174,PROD00144,4,41.13,164.52
516,ORD0000174,PROD00557,4,1409.7,5638.8
517,ORD0000174,PROD00788,4,1274.93,5099.72
518,ORD0000175,PROD00198,1,1700.0,1700.0
519,ORD0000175,PROD00476,1,1855.95,1855.95
520,ORD0000175,PROD00222,2,1379.52,2759.04
521,ORD0000175,PROD00005,1,1435.59,1435.59
522,ORD0000176,PROD00775,3,1962.48,5887.4400000000005
523,ORD0000176,PROD00312,4,545.24,2180.96
524,ORD0000176,PROD00221,1,1312.73,1312.73
