order_item_id,order_id,product_id,quantity
553,ORD0000185,PROD00137,2
554,ORD0000186,PROD00168,2
555,ORD0000186,PROD00642,2
556,ORD0000186,PROD00539,2
557,ORD0000186,PROD00113,4
558,ORD0000187,PROD00504,4
559,ORD0000187,PROD00305,1
560,ORD0000187,PROD00677,2
561,ORD0000188,PROD00792,3
562,ORD0000188,PROD00605,2
563,ORD0000189,PROD00270,3
564,ORD0000189,PROD00048,3
565,ORD0000190,PROD00440,3
566,ORD0000190,PROD00005,1
567,ORD0000190,PROD00626,2
568,ORD0000191,PROD00374,1
569,ORD0000191,PROD00707,4
570,ORD0000191,PROD00212,4
571,ORD0000191,PROD00241,2
572,ORD0000192,PROD00344,4
573,ORD0000192,PROD00043,2
574,ORD0000193,PROD00299,4
575,ORD0000193,PROD00037,1
576,ORD0000193,PROD00728,4
577,ORD0000194,PROD00305,3
578,ORD0000194,PROD00542,3
579,ORD0000194,PROD00239,3
580,ORD0000194,PROD00576,2
581,ORD0000194,PROD00313,4
582,ORD0000195,PROD00247,1
583,ORD0000195,PROD00181,2
584,ORD0000196,PROD00292,1
585,ORD0000197,PROD00008,4
586,ORD0000197,PROD00354,3
587,ORD0000197,PROD00295,3
588,ORD0000198,PROD00330,3
589,ORD0000198,PROD00684,4
590,ORD0000199,PROD00417,3
591,ORD0000199,PROD00683,1
592,ORD0000199,PROD00501,1
593,ORD0000199,PROD00389,4
594,ORD0000200,PROD00528,4
595,ORD0000201,PROD00094,4
596,ORD0000201,PROD00150,3
597,ORD0000202,PROD00190,1
598,ORD0000202,PROD00679,2
599,ORD0000202,PROD00255,4
600,ORD0000202,PROD00226,3
601,ORD0000202,PROD00558,2
602,ORD0000203,PROD00757,4
603,ORD0000203,PROD00115,3
604,ORD0000203,PROD00308,4
605,ORD0000203,PROD00777,1
606,ORD0000203,PROD00519,1
607,ORD0000204,PROD00349,2
608,ORD0000204,PROD00662,3
609,ORD0000205,PROD00279,2
610,ORD0000206,PROD00092,3
611,ORD0000206,PROD00786,3
612,ORD0000206,PROD00343,1
613,ORD0000206,PROD00497,2
614,ORD0000206,PROD00551,1
615,ORD0000207,PROD00770,4
616,ORD0000208,PROD00026,4
617,ORD0000208,PROD00674,3
618,ORD0000208,PROD00433,1
619,ORD0000208,PROD00032,2
620,ORD0000209,PROD00567,3
621,ORD0000209,PROD00170,2
622,ORD0000210,PROD00168,1
623,ORD0000211,PROD00726,1
624,ORD0000211,PROD00057,4
625,ORD0000211,PROD00178,3
626,ORD0000212,PROD00010,3
627,ORD0000212,PROD00185,3
628,ORD0000212,PROD00578,3
629,ORD0000212,PROD00253,3
630,ORD0000212,PROD00017,3
631,ORD0000213,PROD00370,2
632,ORD0000213,PROD00403,3
633,ORD0000213,PROD00407,2
634,ORD0000214,PROD00316,3
635,ORD0000214,PROD00584,4
636,ORD0000214,PROD00331,1
637,ORD0000215,PROD00636,3
638,ORD0000216,PROD00236,3
639,ORD0000216,PROD00072,2
640,ORD0000216,PROD00468,2
641,ORD0000216,PROD00260,3
642,ORD0000216,PROD00239,3
643,ORD0000217,PROD00422,3
644,ORD0000217,PROD00734,3
645,ORD0000217,PROD00798,2
646,ORD0000217,PROD00441,3
647,ORD0000217,PROD00226,1
648,ORD0000218,PROD00277,1
649,ORD0000218,PROD00631,3
650,ORD0000218,PROD00280,1
651,ORD0000218,PROD00311,4
652,ORD0000219,PROD00659,3
653,ORD0000219,PROD00376,4
654,ORD0000220,PROD00306,1
655,ORD0000220,PROD00652,3
656,ORD0000221,PROD00700,4
657,ORD0000222,PROD00036,2
658,ORD0000223,PROD00773,3
659,ORD0000224,PROD00766,4
660,ORD0000225,PROD00231,1
661,ORD0000225,PROD00493,3
662,ORD0000226,PROD00718,2
663,ORD0000226,PROD00077,1
664,ORD0000226,PROD00655,4
665,ORD0000227,PROD00311,1
666,ORD0000227,PROD00730,4
667,ORD0000227,PROD00051,1
668,ORD0000228,PROD00181,1
669,ORD0000228,PROD00430,3
670,ORD0000228,PROD00351,4
671,ORD0000229,PROD00529,3
672,ORD0000229,PROD00753,1
673,ORD0000229,PROD00770,1
674,ORD0000230,PROD00736,2
675,ORD0000230,PROD00376,3
676,ORD0000231,PROD00156,4
677,ORD0000231,PROD00377,1
678,ORD0000231,PROD00141,4
679,ORD0000232,PROD00005,3
680,ORD0000232,PROD00720,2
681,ORD0000233,PROD00101,2
682,ORD0000233,PROD00274,1
683,ORD0000233,PROD00458,3
684,ORD0000234,PROD00207,1
685,ORD0000234,PROD00198,1
686,ORD0000235,PROD00626,2
687,ORD0000235,PROD00721,3
688,ORD0000235,PROD00235,4
689,ORD0000236,PROD00719,3
690,ORD0000236,PROD00381,1
691,ORD0000236,PROD00484,2
692,ORD0000236,PROD00323,4
693,ORD0000236,PROD00400,3
694,ORD0000237,PROD00025,4
695,ORD0000237,PROD00796,1
696,ORD0000237,PROD00649,1
697,ORD0000237,PROD00686,1
698,ORD0000237,PROD00117,4
699,ORD0000238,PROD00606,1
700,ORD0000238,PROD00692,3
701,ORD0000238,PROD00521,3
702,ORD0000238,PROD00460,3
703,ORD0000239,PROD00620,3
704,ORD0000240,PROD00773,4
705,ORD0000240,PROD00097,1
706,ORD0000240,PROD00788,3
707,ORD0000240,PROD00197,2
708,ORD0000241,PROD00186,2
709,ORD0000242,PROD00686,1
710,ORD0000242,PROD00263,3
711,ORD0000242,PROD00107,1
712,ORD0000242,PROD00129,1
713,ORD0000242,PROD00660,2
714,ORD0000243,PROD00526,2
715,ORD0000243,PROD00663,3
716,ORD0000244,PROD00260,4
717,ORD0000244,PROD00711,2
718,ORD0000244,PROD00793,2
719,ORD0000245,PROD00323,4
720,ORD0000245,PROD00491,4
721,ORD0000246,PROD00054,3
722,ORD0000246,PROD00646,2
723,ORD0000246,PROD00129,2
724,ORD0000247,PROD00022,4
725,ORD0000248,PROD00240,3
726,ORD0000248,PROD00507,3
727,ORD0000248,PROD00093,3
728,ORD0000248,PROD00469,4
729,ORD0000249,PROD00214,1
730,ORD0000249,PROD00040,2
731,ORD0000250,PROD00099,4
732,ORD0000250,PROD00690,2
733,ORD0000250,PROD00258,2
734,ORD0000251,PROD00632,2
735,ORD0000251,PROD00572,4
736,ORD0000251,PROD00513,2
737,ORD0000251,PROD00418,2
738,ORD0000251,PROD00091,2
739,ORD0000252,PROD00433,3
740,ORD0000252,PROD00737,4
741,ORD0000252,PROD00405,4
742,ORD0000253,PROD00113,1
743,ORD0000253,PROD00506,1
744,ORD0000253,PROD00405,1
745,ORD0000254,PROD00781,1
746,ORD0000254,PROD00696,1
747,ORD0000255,PROD00776,3
748,ORD0000255,PROD00535,2
749,ORD0000255,PROD00748,4
750,ORD0000255,PROD00799,1
751,ORD0000255,PROD00315,4
752,ORD0000256,PROD00774,2
753,ORD0000257,PROD00431,2
754,ORD0000257,PROD00163,3
755,ORD0000257,PROD00230,4
756,ORD0000257,PROD00760,3
757,ORD0000257,PROD00289,1
758,ORD0000258,PROD00384,3
759,ORD0000258,PROD00580,2
760,ORD0000258,PROD00133,3
761,ORD0000258,PROD00193,2
762,ORD0000258,PROD00772,4
763,ORD0000259,PROD00403,2
764,ORD0000259,PROD00527,3
765,ORD0000260,PROD00288,2
766,ORD0000260,PROD00533,2
767,ORD0000261,PROD00082,3
768,ORD0000261,PROD00325,1
769,ORD0000261,PROD00047,2
770,ORD0000261,PROD00727,1
771,ORD0000261,PROD00085,2
772,ORD0000262,PROD00239,4
773,ORD0000262,PROD00718,4
774,ORD0000263,PROD00192,4
775,ORD0000263,PROD00324,2
776,ORD0000263,PROD00304,4
777,ORD0000263,PROD00588,2
778,ORD0000263,PROD00042,4
779,ORD0000264,PROD00340,4
780,ORD0000264,PROD00280,2
781,ORD0000264,PROD00421,2
782,ORD0000264,PROD00430,3
783,ORD0000265,PROD00548,4
784,ORD0000265,PROD00064,3
785,ORD0000265,PROD00056,3
786,ORD0000265,PROD00359,3
787,ORD0000265,PROD00441,1
788,ORD0000266,PROD00524,3
789,ORD0000266,PROD00495,1
790,ORD0000266,PROD00456,3
791,ORD0000266,PROD00377,3
792,ORD0000267,PROD00060,3
793,ORD0000268,PROD00248,3
794,ORD0000268,PROD00145,2
795,ORD0000268,PROD00518,1
796,ORD0000268,PROD00262,1
797,ORD0000269,PROD00273,2
798,ORD0000270,PROD00530,4
799,ORD0000271,PROD00657,2
800,ORD0000271,PROD00583,2
801,ORD0000271,PROD00444,3
802,ORD0000271,PROD00282,1
803,ORD0000271,PROD00225,3
804,ORD0000272,PROD00299,4
805,ORD0000272,PROD00231,4
806,ORD0000272,PROD00540,3
807,ORD0000272,PROD00282,3
808,ORD0000272,PROD00755,3
809,ORD0000273,PROD00355,2
810,ORD0000274,PROD00698,1
811,ORD0000274,PROD00390,3
812,ORD0000274,PROD00539,3
813,ORD0000275,PROD00229,4
814,ORD0000275,PROD00789,4
815,ORD0000275,PROD00355,4
816,ORD0000275,PROD00215,1
817,ORD0000275,PROD00592,1
818,ORD0000276,PROD00060,1
819,ORD0000277,PROD00579,2
820,ORD0000278,PROD00240,2
821,ORD0000278,PROD00183,2
